"","ExperimentName","Subject","Session","Clock.Information","DataFile.Basename","Display.RefreshRate","ExperimentVersion","Group","RandomSeed","RuntimeCapabilities","RuntimeVersion","RuntimeVersionExpected","SessionDate","SessionStartDateTimeUtc","SessionTime","StudioVersion","Block","AccErrorTotal","MathCorrect","MathDuration","MathErrorTotal","mathtime.Block.","OSPAN","OSPAN.Cycle","OSPAN.Sample","OspanAbsoluteScore","OspanPartialScore","OspanPartialScoreBlock1","OspanPartialScoreBlock2","OspanPartialScoreBlock3","OspanScore","OspanTotal","Procedure.Block.","Running.Block.","SpeedErrorTotal","Trial","answer","BlockList1","BlockList1.Cycle","BlockList1.Sample","BlockList2","BlockList2.Cycle","BlockList2.Sample","BlockList3","BlockList3.Cycle","BlockList3.Sample","CorrectAnswer.Trial.","CorrectAnswerRecord.Trial.","correctResp","LetterPracticeList","LetterPracticeList.Cycle","LetterPracticeList.Sample","math.ACC","math.RT","MathPracticeList","MathPracticeList.Cycle","MathPracticeList.Sample","mathProblems","mathtime.Trial.","numberwrong","PracticeMode","PracticeOSPANlist","PracticeOSPANlist.Cycle","PracticeOSPANlist.Sample","problem","problem.RT","problems","Procedure.Trial.","ReadyForTrial.ACC","ReadyForTrial.RT","Running.Trial.","setlength","setsi","setsize1","setsize2","setsize3","setsz","sizeset","SpanScore.Trial.","SpanTotal.Trial.","SubTrial","CorrectAnswer.SubTrial.","correctAnswerPercentage","correctAnswerPercentage1","correctAnswerPercentage2","CorrectAnswerRecord.SubTrial.","difficulty","letters","lettershow","letterstimuli","MathCorr","operations","operations1","operations2","percrand","PracticeLetterList","practicelist","practicelist.Cycle","practicelist.Sample","practicerecall","practicerecall.Cycle","practicerecall.Sample","Procedure.SubTrial.","randomnumber","randomnumber1","randomnumber2","recalList","recalList.Cycle","recalList.Sample","recalList1","recalList1.Cycle","recalList1.Sample","recalList2","recalList2.Cycle","recalList2.Sample","ResponseRecord","Running.SubTrial.","secondOperation","secondOperation1","secondOperation2","showcorrect","SpanScore.SubTrial.","SpanTotal.SubTrial.","SpanTotalBlock1","SpanTotalBlock2","SpanTotalBlock3","stims","stims1","stims2","Tones","TrialList","TrialList.Cycle","TrialList.Sample","TrialList1","TrialList1.Cycle","TrialList1.Sample","TrialList2","TrialList2.Cycle","TrialList2.Sample","Subject.1","Response.Type","Strategy.RESP"
"7651","Tone Span Fall2017_itemScoring",708,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-11T16:49:11Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117832</Frequency><Timestamp dt:dt=""r8"">229979437518</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-11T16:49:11Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-708-1",59.932,"1.0.0.166",1,-1948176447,"Professional","2.0.10.356","2.0.10.353","10/11/17","10/11/17 16:49","11:49:11","2.0.10.248",4,8,71,NA,9,1965.394366,5,1,4,23,50,15,17,18,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4137,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,7,NA,NA,"MLHM",1,NA,NA,"M",FALSE,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",3,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"708","NO RESPONSE",""
"7741","Tone Span Fall2017_itemScoring",709,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-11T21:54:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117832</Frequency><Timestamp dt:dt=""r8"">287039036872</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-11T21:54:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-709-1",59.932,"1.0.0.166",1,-723161909,"Professional","2.0.10.356","2.0.10.353","10/11/17","10/11/17 21:54","16:54:13","2.0.10.248",4,3,77,NA,4,2029.701299,5,1,4,50,61,25,21,15,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3838,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,FALSE,9,NA,NA,"LMH",1,NA,NA,"L",FALSE,17,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",15,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"709","NO RESPONSE",""
"7831","Tone Span Fall2017_itemScoring",710,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-11T21:55:57Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117832</Frequency><Timestamp dt:dt=""r8"">27022650431</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-11T21:55:57Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-710-1",59.932,"1.0.0.166",1,1253470969,"Professional","2.0.10.356","2.0.10.353","10/11/17","10/11/17 21:55","16:55:57","2.0.10.248",4,5,74,NA,7,3864.810811,5,1,4,4,35,12,14,9,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMMHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8251,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,FALSE,7,NA,NA,"LHMMHL",1,NA,NA,"L",FALSE,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",7,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"710","NO RESPONSE",""
"7921","Tone Span Fall2017_itemScoring",711,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-12T21:41:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117851</Frequency><Timestamp dt:dt=""r8"">42820877200</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-12T21:41:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-711-1",59.932,"1.0.0.172",1,-128175381,"","2.0.10.356","2.0.10.242","10/12/17","10/12/17 21:41","16:41:08","2.0.10.147",4,4,75,NA,4,3813.213333,5,1,4,29,49,13,16,20,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9311,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,TRUE,3,NA,NA,"LMHHL",1,NA,NA,"L",TRUE,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",1,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"711","NO RESPONSE",""
"8011","Tone Span Fall2017_itemScoring",712,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-12T21:44:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117832</Frequency><Timestamp dt:dt=""r8"">3484527582</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-12T21:44:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-712-1",59.932,"1.0.0.172",1,-809806855,"","2.0.10.356","2.0.10.242","10/12/17","10/12/17 21:44","16:44:28","2.0.10.147",4,4,70,NA,8,5056.671429,5,1,4,30,57,17,16,24,NA,NA,"SessionProc","OSPAN",4,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8917,2,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,6,NA,NA,"LHMH",1,NA,NA,"L",FALSE,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",9,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"712","NO RESPONSE",""
"8101","Tone Span Fall2017_itemScoring",713,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:44:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117822</Frequency><Timestamp dt:dt=""r8"">3071199343</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:44:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-713-1",59.932,"1.0.0.172",1,-1223135923,"","2.0.10.356","2.0.10.242","10/13/17","10/13/17 16:44","11:44:03","2.0.10.147",4,4,77,NA,4,4938.922078,5,1,4,40,59,15,19,25,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21249,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,10,NA,NA,"HMLM",1,NA,NA,"H",FALSE,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",13,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"713","NO RESPONSE",""
"8191","Tone Span Fall2017_itemScoring",714,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:41:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117871</Frequency><Timestamp dt:dt=""r8"">2514647817</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:41:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-714-1",59.933,"1.0.0.172",1,-1779720649,"","2.0.10.356","2.0.10.242","10/13/17","10/13/17 16:41","11:41:09","2.0.10.147",4,5,74,NA,5,1626.716216,5,1,4,50,57,13,23,21,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HLMHLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3096,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,TRUE,4,NA,NA,"HLMHLM",1,NA,NA,"H",TRUE,24,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",4,NA,NA,1,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"714","NO RESPONSE",""
"8281","Tone Span Fall2017_itemScoring",715,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-16T17:42:29Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117832</Frequency><Timestamp dt:dt=""r8"">23741066231</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-16T17:42:29Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-715-1",59.932,"1.0.0.172",1,-2028136816,"","2.0.10.356","2.0.10.242","10/16/17","10/16/17 17:42","12:42:29","2.0.10.147",4,5,75,NA,5,3488.52,5,1,4,75,75,25,25,25,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLMHLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7711,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,TRUE,2,NA,NA,"MHLMHLL",1,NA,NA,"M",TRUE,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",18,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"715","NO RESPONSE",""
"8371","Tone Span Fall2017_itemScoring",716,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-16T17:44:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117851</Frequency><Timestamp dt:dt=""r8"">3024910487</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-16T17:44:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-716-1",59.932,"1.0.0.172",1,-1269453146,"","2.0.10.356","2.0.10.242","10/16/17","10/16/17 17:44","12:44:15","2.0.10.147",4,3,76,NA,5,5142.5,5,1,4,54,66,24,21,21,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLHML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9898,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,FALSE,10,NA,NA,"HMLHML",2,NA,NA,"H",FALSE,44,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",9,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"716","NO RESPONSE",""
"8461","Tone Span Fall2017_itemScoring",717,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-17T18:55:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117822</Frequency><Timestamp dt:dt=""r8"">6304467986</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-17T18:55:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-717-1",59.932,"1.0.0.172",1,2010092221,"","2.0.10.356","2.0.10.242","10/17/17","10/17/17 18:55","13:55:25","2.0.10.147",4,4,75,NA,5,3411.613333,5,1,4,49,61,25,18,18,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8482,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,TRUE,5,NA,NA,"HML",2,NA,NA,"H",TRUE,39,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",4,NA,NA,1,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"717","NO RESPONSE",""
"8551","Tone Span Fall2017_itemScoring",718,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-18T21:55:47Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">309402463482</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-18T21:55:47Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-718-1",59.931,"1.0.0.172",1,165440967,"","2.0.10.356","2.0.10.242","10/18/17","10/18/17 21:55","16:55:47","2.0.10.147",4,2,77,NA,4,3322.805195,5,1,4,38,55,19,19,17,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7104,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,TRUE,1,NA,NA,"LHMLH",2,NA,NA,"L",TRUE,47,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",11,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"718","NO RESPONSE",""
"8641","Tone Span Fall2017_itemScoring",719,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-27T16:42:36Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117871</Frequency><Timestamp dt:dt=""r8"">2167158901815</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-27T16:42:36Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-719-1",59.933,"1.0.0.172",1,-1798979850,"","2.0.10.356","2.0.10.242","10/27/17","10/27/17 16:42","11:42:36","2.0.10.147",4,3,78,NA,3,2993.358974,5,1,4,50,68,21,22,25,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLMHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16503,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,TRUE,5,NA,NA,"HMLMHL",1,NA,NA,"H",TRUE,20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",1,NA,NA,1,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"719","NO RESPONSE",""
"8731","Tone Span Fall2017_itemScoring",720,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-31T18:39:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117832</Frequency><Timestamp dt:dt=""r8"">2418748742</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-31T18:39:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-720-1",59.932,"1.0.0.172",1,-1875597103,"","2.0.10.356","2.0.10.242","10/31/17","10/31/17 18:39","13:39:15","2.0.10.147",4,2,76,NA,5,6725.986842,5,1,4,37,63,20,21,22,NA,NA,"SessionProc","OSPAN",3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14339,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,6,NA,NA,"HMLML",1,NA,NA,"H",FALSE,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",7,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"720","NO RESPONSE",""
"8821","Tone Span Fall2017_itemScoring",721,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-20T18:41:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117851</Frequency><Timestamp dt:dt=""r8"">803219601077</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-20T18:41:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-721-1",59.932,"1.0.0.175",1,61339263,"Professional","2.0.10.356","2.0.10.356","11/20/17","11/20/17 18:41","12:41:13","2.0.10.252",4,4,74,NA,6,2008.094595,5,1,4,41,60,19,20,21,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHMHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4156,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,TRUE,1,NA,NA,"LMHMHL",2,NA,NA,"L",TRUE,42,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",16,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"721","RESPONSE","I used my fingers as if I were playing piano with the low being my left pinkie, the middle being my left middle finger, and the high being my left thumb pressing them on the table when i heard the sounds.  "
"8911","Tone Span Fall2017_itemScoring",722,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-21T19:39:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117851</Frequency><Timestamp dt:dt=""r8"">1878870346</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-21T19:39:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-722-1",59.933,"1.0.0.175",1,1879506164,"Professional","2.0.10.356","2.0.10.356","11/21/17","11/21/17 19:39","13:39:51","2.0.10.252",4,6,72,NA,9,2361.236111,5,1,4,61,69,22,22,25,NA,NA,"SessionProc","OSPAN",3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4663,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,8,NA,NA,"HMLLM",1,NA,NA,"H",FALSE,27,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",11,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"722","NO RESPONSE",""
